,Title,Organism,EC_gene
8329,Engineered thermostable β-fructosidase from Thermotoga maritima with enhanced fructooligosaccharides synthesis.,['Thermotoga maritima'],"{'BfrA': {'EC_numbers': ['3.2.1.26'], 'Classified_Modifications': [{'mod': 'mutants', 'class': 'Other'}, {'mod': 'increas', 'class': 'Positive'}]}}"
8334,Precise tuning of the glyoxylate cycle in Escherichia coli for efficient tyrosine production from acetate.,['Escherichia coli'],"{'acs': {'EC_numbers': ['6.2.1.1', '6.2.1.17'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}]}, 'aceA': {'EC_numbers': ['4.1.3.1'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}, {'mod': 'regulat', 'class': 'Other'}]}, 'pck': {'EC_numbers': ['4.1.1.15', '4.1.1.49'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'express', 'class': 'Positive'}]}, 'aceK': {'EC_numbers': ['2.7.11.5'], 'Classified_Modifications': [{'mod': 'blocks', 'class': 'Negative'}]}, 'ppsA': {'EC_numbers': ['2.7.9.2'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}}"
8335,Inhibition of extracellular proteases improves the production of a xylanase in Parageobacillus thermoglucosidasius.,['Parageobacillus thermoglucosidasius'],"{'prsA': {'EC_numbers': ['5.2.1.8'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}}"
8336,Metabolic engineering of Escherichia coli for efficient biosynthesis of fluorescent phycobiliprotein.,['Escherichia coli'],"{'hemA': {'EC_numbers': ['1.2.1.70'], 'Classified_Modifications': [{'mod': 'upregulat', 'class': 'Positive'}, {'mod': 'engineer', 'class': 'Other'}]}, 'hemL': {'EC_numbers': ['5.4.3.8'], 'Classified_Modifications': [{'mod': 'insert', 'class': 'Positive'}, {'mod': 'upregulat', 'class': 'Positive'}]}}"
8337,Multiplexed CRISPR-Cas9-Based Genome Editing of <i>Rhodosporidium toruloides</i>.,"['Saccharomyces cerevisiae', 'Yarrowia lipolytica']","{'URA3': {'EC_numbers': ['4.1.1.23'], 'Classified_Modifications': [{'mod': 'disrupt', 'class': 'Negative'}]}, 'CAR2': {'EC_numbers': ['2.6.1.13'], 'Classified_Modifications': [{'mod': 'disrupt', 'class': 'Negative'}, {'mod': 'delet', 'class': 'Negative'}]}}"
8340,Metabolic engineering of <i>Clostridium beijerinckii</i> to improve glycerol metabolism and furfural tolerance.,['Clostridium beijerinckii'],"{'dhaK': {'EC_numbers': ['2.7.1.121'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}, {'mod': 'express', 'class': 'Positive'}, {'mod': 'increas', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'express', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'insert', 'class': 'Positive'}]}, 'gldA': {'EC_numbers': ['1.1.1.6'], 'Classified_Modifications': [{'mod': 'inducibl overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'insert', 'class': 'Positive'}, {'mod': 'express', 'class': 'Positive'}, {'mod': 'increas', 'class': 'Positive'}, {'mod': 'induc', 'class': 'Positive'}]}, 'adc': {'EC_numbers': ['4.1.1.4'], 'Classified_Modifications': [{'mod': 'induc', 'class': 'Positive'}]}}"
8346,Novel genetic tools that enable highly pure protein production in Trichoderma reesei.,['Trichoderma reesei'],"{'cbh2': {'EC_numbers': ['3.2.1.91'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}, {'mod': 'delet', 'class': 'Negative'}]}, 'pdi1': {'EC_numbers': ['5.3.4.1'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}, 'egl1': {'EC_numbers': ['3.2.1.4'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'cbh1': {'EC_numbers': ['3.2.1.91'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}, {'mod': 'delet', 'class': 'Negative'}]}, 'egl2': {'EC_numbers': ['3.2.1.4'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}}"
8349,Optimizing a CRISPR-Cpf1-based genome engineering system for Corynebacterium glutamicum.,['Corynebacterium glutamicum'],"{'pyc': {'EC_numbers': ['6.4.1.1'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}, {'mod': 'knock', 'class': 'Negative'}, {'mod': 'knock', 'class': 'Negative'}]}, 'adhA': {'EC_numbers': ['1.1.1.1'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}, {'mod': 'knock', 'class': 'Negative'}]}, 'ldh': {'EC_numbers': ['1.1.1.27'], 'Classified_Modifications': [{'mod': 'knock', 'class': 'Negative'}, {'mod': 'blocks', 'class': 'Negative'}, {'mod': 'increas', 'class': 'Positive'}, {'mod': 'knock', 'class': 'Negative'}, {'mod': 'delet', 'class': 'Negative'}]}}"
8353,Involvement of the external mitochondrial NADH dehydrogenase Nde1 in glycerol metabolism by wild-type and engineered Saccharomyces cerevisiae strains.,['Saccharomyces cerevisiae'],"{'NDE1': {'EC_numbers': ['1.6.5.9'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'GUT2': {'EC_numbers': ['1.1.5.3'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}}"
8362,Pathway Engineering of Bacillus subtilis for Enhanced N-Acetylneuraminic Acid Production via Whole-Cell Biocatalysis.,['Bacillus subtilis'],"{'alsS': {'EC_numbers': ['2.2.1.6'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'alsD': {'EC_numbers': ['4.1.1.5'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}}"
8366,Increased flux in acetyl-CoA synthetic pathway and TCA cycle of Kluyveromyces marxianus under respiratory conditions.,['Kluyveromyces marxianus'],"{'ADH3': {'EC_numbers': ['1.1.1.1'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}, {'mod': 'enhanc', 'class': 'Positive'}]}}"
8368,"Production of 3-Fucosyllactose in Engineered Escherichia coli with α-1,3-Fucosyltransferase from Helicobacter pylori.","['Escherichia coli', 'Helicobacter pylori']","{'ptsG': {'EC_numbers': ['2.7.1.69', '2.7.1.199', '6.1.1.18'], 'Classified_Modifications': [{'mod': 'disrupt', 'class': 'Negative'}]}}"
8371,Genomic and phenotypic analyses of exopolysaccharide biosynthesis in Streptococcus thermophilus S-3.,['Streptococcus thermophilus'],"{'lacZ': {'EC_numbers': ['3.2.1.23'], 'Classified_Modifications': [{'mod': 'enhanc', 'class': 'Positive'}, {'mod': 'express', 'class': 'Positive'}]}, 'galT': {'EC_numbers': ['2.7.7.12'], 'Classified_Modifications': [{'mod': 'enhanc', 'class': 'Positive'}]}, 'galU': {'EC_numbers': ['2.7.7.9'], 'Classified_Modifications': [{'mod': 'upregulat', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}]}, 'glk': {'EC_numbers': ['2.7.1.2'], 'Classified_Modifications': [{'mod': 'upregulat', 'class': 'Positive'}]}, 'pgm': {'EC_numbers': ['5.4.2.11'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'upregulat', 'class': 'Positive'}, {'mod': 'increas', 'class': 'Positive'}]}, 'galK': {'EC_numbers': ['2.7.1.6'], 'Classified_Modifications': [{'mod': 'enhanc', 'class': 'Positive'}, {'mod': 'mutat', 'class': 'Other'}]}, 'galM': {'EC_numbers': ['5.1.3.3'], 'Classified_Modifications': [{'mod': 'enhanc', 'class': 'Positive'}]}, 'galE': {'EC_numbers': ['5.1.3.2'], 'Classified_Modifications': [{'mod': 'enhanc', 'class': 'Positive'}]}}"
8375,Homologous overexpression of hydrogenase and glycerol dehydrogenase in Clostridium pasteurianum to enhance hydrogen production from crude glycerol.,['Clostridium pasteurianum'],"{'hydA': {'EC_numbers': ['1.12.7.2'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}}"
8377,Enhancing 5-aminolevulinic acid tolerance and production by engineering the antioxidant defense system of Escherichia coli.,['Escherichia coli'],"{'katE': {'EC_numbers': ['1.11.1.6'], 'Classified_Modifications': [{'mod': 'coexpress', 'class': 'Positive'}]}, 'sodB': {'EC_numbers': ['1.15.1.1'], 'Classified_Modifications': [{'mod': 'coexpress', 'class': 'Positive'}]}}"
8380,Modulation of acetate utilization in <i>Komagataella phaffii</i> by metabolic engineering of tolerance and metabolism.,['Komagataella phaffii'],"{'PMA1': {'EC_numbers': ['7.1.2.1'], 'Classified_Modifications': [{'mod': 'insert', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'express', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}]}, 'AOX1': {'EC_numbers': ['1.1.3.13'], 'Classified_Modifications': [{'mod': 'insert', 'class': 'Positive'}]}}"
8388,Equilibrium of the intracellular redox state for improving cell growth and L-lysine yield of Corynebacterium glutamicum by optimal cofactor swapping.,['Corynebacterium glutamicum'],"{'udhA': {'EC_numbers': ['1.6.1.1'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'IDH': {'EC_numbers': ['1.1.1.41'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}]}}"
8389,Adopting a Theophylline-Responsive Riboswitch for Flexible Regulation and Understanding of Glycogen Metabolism in <i>Synechococcus elongatus</i> PCC7942.,['Synechococcus elongatus'],"{'glgC': {'EC_numbers': ['2.7.7.27'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}, {'mod': 'knock', 'class': 'Negative'}]}}"
8391,Metabolic engineering of <i>Escherichia coli</i> for the production of butyric acid at high titer and productivity.,['Escherichia coli'],"{'crt': {'EC_numbers': ['4.2.1.55'], 'Classified_Modifications': [{'mod': 'engineer', 'class': 'Other'}]}, 'tesB': {'EC_numbers': ['3.1.2.20'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}, {'mod': 'delet', 'class': 'Negative'}, {'mod': 'increas', 'class': 'Positive'}]}, 'hbd': {'EC_numbers': ['1.1.1.157'], 'Classified_Modifications': [{'mod': 'engineer', 'class': 'Other'}]}, 'ldhA': {'EC_numbers': ['1.1.1.28'], 'Classified_Modifications': [{'mod': 'remov', 'class': 'Negative'}]}, 'atoB': {'EC_numbers': ['2.3.1.16', '2.3.1.9'], 'Classified_Modifications': [{'mod': 'engineer', 'class': 'Other'}]}, 'buk': {'EC_numbers': ['2.7.2.7'], 'Classified_Modifications': [{'mod': 'engineer', 'class': 'Other'}, {'mod': 'remov', 'class': 'Negative'}]}, 'pta': {'EC_numbers': ['2.3.1.8'], 'Classified_Modifications': [{'mod': 'mutat', 'class': 'Other'}]}, 'ptb': {'EC_numbers': ['2.3.1.19'], 'Classified_Modifications': [{'mod': 'engineer', 'class': 'Other'}, {'mod': 'remov', 'class': 'Negative'}]}, 'ackA': {'EC_numbers': ['2.7.2.15', '2.7.2.1'], 'Classified_Modifications': [{'mod': 'mutat', 'class': 'Other'}]}}"
8392,Simultaneously down-regulation of multiplex branch pathways using CRISPRi and fermentation optimization for enhancing β-amyrin production in <i>Saccharomyces cerevisiae</i>.,['Saccharomyces cerevisiae'],"{'ADH6': {'EC_numbers': ['1.1.1.2'], 'Classified_Modifications': [{'mod': 'regulat', 'class': 'Other'}]}, 'ADH4': {'EC_numbers': ['1.1.1.1'], 'Classified_Modifications': [{'mod': 'regulat', 'class': 'Other'}]}, 'ADH1': {'EC_numbers': ['1.1.1.1'], 'Classified_Modifications': [{'mod': 'regulat', 'class': 'Other'}]}, 'ADH5': {'EC_numbers': ['1.1.1.1'], 'Classified_Modifications': [{'mod': 'regulat', 'class': 'Other'}]}, 'ERG7': {'EC_numbers': ['5.4.99.7'], 'Classified_Modifications': [{'mod': 'regulat', 'class': 'Other'}]}, 'CIT2': {'EC_numbers': ['2.3.3.16'], 'Classified_Modifications': [{'mod': 'regulat', 'class': 'Other'}]}, 'MLS2': {'EC_numbers': ['2.3.3.9'], 'Classified_Modifications': [{'mod': 'regulat', 'class': 'Other'}]}}"
8394,CRISPR/Cas9-RNA interference system for combinatorial metabolic engineering of Saccharomyces cerevisiae.,['Saccharomyces cerevisiae'],"{'ARO4': {'EC_numbers': ['2.5.1.54'], 'Classified_Modifications': [{'mod': 'downregulat', 'class': 'Negative'}, {'mod': 'overexpress', 'class': 'Positive'}]}, 'ZWF1': {'EC_numbers': ['1.1.1.49'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'express', 'class': 'Positive'}, {'mod': 'downregulat', 'class': 'Negative'}, {'mod': 'downregulat', 'class': 'Negative'}, {'mod': 'downregulat', 'class': 'Negative'}, {'mod': 'delet', 'class': 'Negative'}]}, 'HMG1': {'EC_numbers': ['1.1.1.34'], 'Classified_Modifications': [{'mod': 'upregulat', 'class': 'Positive'}]}, 'TKL1': {'EC_numbers': ['2.2.1.1'], 'Classified_Modifications': [{'mod': 'downregulat', 'class': 'Negative'}, {'mod': 'express', 'class': 'Positive'}, {'mod': 'downregulat', 'class': 'Negative'}, {'mod': 'overexpress', 'class': 'Positive'}]}, 'ERG9': {'EC_numbers': ['2.5.1.21'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}, {'mod': 'downregulat', 'class': 'Negative'}]}, 'ACS1': {'EC_numbers': ['6.2.1.1'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'ARO1': {'EC_numbers': ['2.5.1.19', '2.7.1.71', '4.2.3.4', '1.1.1.25', '4.2.1.10'], 'Classified_Modifications': [{'mod': 'downregulat', 'class': 'Negative'}]}, 'TSC13': {'EC_numbers': ['1.3.1.93'], 'Classified_Modifications': [{'mod': 'downregulat', 'class': 'Negative'}]}}"
8397,A simple dual-inducible CRISPR interference system for multiple gene targeting in Corynebacterium glutamicum.,['Corynebacterium glutamicum'],"{'argH': {'EC_numbers': ['4.3.2.1'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}, {'mod': 'downregulat', 'class': 'Negative'}]}, 'pgi': {'EC_numbers': ['5.3.1.9'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}}"
8404,Modular systems metabolic engineering enables balancing of relevant pathways for l-histidine production with <i>Corynebacterium glutamicum</i>.,['Corynebacterium glutamicum'],"{'purA': {'EC_numbers': ['6.3.4.4'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}]}, 'purB': {'EC_numbers': ['4.3.2.2'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}]}, 'HIS1': {'EC_numbers': ['2.4.2.17'], 'Classified_Modifications': [{'mod': 'mutants', 'class': 'Other'}]}, 'hisG': {'EC_numbers': ['2.4.2.17'], 'Classified_Modifications': [{'mod': 'mutat', 'class': 'Other'}]}, 'purH': {'EC_numbers': ['2.1.2.3', '3.5.4.10'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'FBA': {'EC_numbers': ['4.1.2.13'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}]}}"
8406,"Improving squalene production by enhancing the NADPH/NADP<sup>+</sup> ratio, modifying the isoprenoid-feeding module and blocking the menaquinone pathway in <i>Escherichia coli</i>.",['Escherichia coli'],"{'pgi': {'EC_numbers': ['5.3.1.9'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}, {'mod': 'delet', 'class': 'Negative'}, {'mod': 'block', 'class': 'Negative'}]}, 'zwf': {'EC_numbers': ['1.1.1.49'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}, {'mod': 'express', 'class': 'Positive'}]}, 'menA': {'EC_numbers': ['2.5.1.74'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}]}, 'pgl': {'EC_numbers': ['3.1.1.31'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}}"
8412,The Transcriptome and Flux Profiling of Crabtree-Negative Hydroxy Acid-Producing Strains of Saccharomyces cerevisiae Reveals Changes in the Central Carbon Metabolism.,['Saccharomyces cerevisiae'],"{'PYC1': {'EC_numbers': ['6.4.1.1'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'MDH3': {'EC_numbers': ['1.1.1.37'], 'Classified_Modifications': [{'mod': 'insert', 'class': 'Positive'}, {'mod': 'lack', 'class': 'Negative'}]}, 'PYC2': {'EC_numbers': ['6.4.1.1'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'HXK2': {'EC_numbers': ['2.7.1.1'], 'Classified_Modifications': [{'mod': 'upregulat', 'class': 'Positive'}]}, 'MAE1': {'EC_numbers': ['1.1.1.38'], 'Classified_Modifications': [{'mod': 'lack', 'class': 'Negative'}]}, 'ldh1': {'EC_numbers': ['1.1.1.27'], 'Classified_Modifications': [{'mod': 'insert', 'class': 'Positive'}]}, 'FUM1': {'EC_numbers': ['4.2.1.2'], 'Classified_Modifications': [{'mod': 'upregulat', 'class': 'Positive'}]}}"
8414,Modulating acetate ester and higher alcohol production in Saccharomyces cerevisiae through the cofactor engineering.,['Saccharomyces cerevisiae'],"{'CAB1': {'EC_numbers': ['2.7.1.33'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'ATF1': {'EC_numbers': ['2.3.1.84', '3.1.2.20'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}}"
8416,Enhanced production of antifungal lipopeptide iturin A by Bacillus amyloliquefaciens LL3 through metabolic engineering and culture conditions optimization.,['Bacillus amyloliquefaciens'],"{'ituD': {'EC_numbers': ['2.3.1.39'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}}"
8419,Engineering of vitamin prototrophy in Clostridium ljungdahlii and Clostridium autoethanogenum.,['Clostridium ljungdahlii'],"{'pyrE': {'EC_numbers': ['2.4.2.10'], 'Classified_Modifications': [{'mod': 'delet', 'class': 'Negative'}, {'mod': 'delet', 'class': 'Negative'}, {'mod': 'insert', 'class': 'Positive'}]}, 'thiC': {'EC_numbers': ['4.1.99.17'], 'Classified_Modifications': [{'mod': 'introduct', 'class': 'Positive'}, {'mod': 'lack', 'class': 'Negative'}]}, 'purF': {'EC_numbers': ['2.4.2.14'], 'Classified_Modifications': [{'mod': 'introduct', 'class': 'Positive'}]}}"
8424,Tailoring Corynebacterium glutamicum towards increased malonyl-CoA availability for efficient synthesis of the plant pentaketide noreugenin.,['Corynebacterium glutamicum'],"{'accBC': {'EC_numbers': ['6.3.4.14'], 'Classified_Modifications': [{'mod': 'mutat', 'class': 'Other'}, {'mod': 'increas', 'class': 'Positive'}]}, 'pcs': {'EC_numbers': ['2.7.8.24'], 'Classified_Modifications': [{'mod': 'express', 'class': 'Positive'}]}}"
8426,Systems metabolic engineering of <i>Corynebacterium glutamicum</i> for the bioproduction of biliverdin via protoporphyrin independent pathway.,['Corynebacterium glutamicum'],"{'hemB': {'EC_numbers': ['4.2.1.24'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'hmuO': {'EC_numbers': ['1.14.14.18'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}]}, 'hemN': {'EC_numbers': ['1.3.98.3', '1.3.99.22'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}]}, 'hemD': {'EC_numbers': ['4.2.1.75'], 'Classified_Modifications': [{'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}]}, 'hemA': {'EC_numbers': ['1.2.1.70'], 'Classified_Modifications': [{'mod': 'mutat', 'class': 'Other'}]}, 'hemQ': {'EC_numbers': ['1.3.98.5'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}]}}"
8427,Engineering Lactococcus lactis for the production of unusual anthocyanins using tea as substrate.,['Lactococcus lactis'],"{'galU': {'EC_numbers': ['2.7.7.9'], 'Classified_Modifications': [{'mod': 'increas', 'class': 'Positive'}, {'mod': 'overexpress', 'class': 'Positive'}]}}"
